2-faced,farced_facet_fazed_faces_face_
revoltingly,revoluting_revelational_fleetingly_re evaluating_re-evaluating_
revulsion,distaste_horror_loathing_repulsion_dislike_
revulsive,distasteful_vile_incompatible_objectionable_disgusting_
rhapsodize,freak out_go crazy_declaim_orate_prate_
rhetoric,oratory_hyperbole_grandiloquence_bombast_magniloquence_
rhetorical,oratorical_vocal_articulate_aureate_bombastic_
ricer,racer_richer_river_roser_icer_
ridicule,caricature_mockery_sarcasm_jeer_disdain_
ridicules,caricature_mockery_sarcasm_jeer_disdain_
ridiculous,unbelievable_incredible_ludicrous_fantastic_wacky_
ridiculously,insanely_extremely_foolishly_humorously_comically_
rife,prevalent_alive_plentiful_popular_abundant_
rift,breach_flaw_split_fissure_gap_
rifts,breach_flaw_split_fissure_gap_
rigid,uncompromising_stringent_austere_harsh_solid_
rigidity,harshness_rigor_toughness_sternness_sharpness_
rigidness,relentlessness_perseverance_contumacy_pigheadedness_grimness_
rile,annoy_disturb_roil_exasperate_peeve_
riled,annoy_disturb_roil_exasperate_peeve_
rip,slit_gash_laceration_rent_slash_
rip-off,swindle_fraud_thieving_pinch_cheat_
ripoff,swindle_fraud_thieving_pinch_cheat_
ripped,burst_hack_slit_score_split_
risk,prospect_peril_danger_uncertainty_possibility_
risks,prospect_peril_danger_uncertainty_possibility_
risky,tricky_uncertain_unhealthy_unsound_treacherous_
rival,conflicting_equal_opposed_cutthroat_combatant_
rivalry,fight_duel_clash_antagonism_contest_
roadblocks,blockade_barricade_obstruction_
rocky,jagged_craggy_rough_flinty_hard_
rogue,crook_swindler_rascal_villain_con artist_
rollercoaster,Sturm und Drang_upheaval_turbulence_commotion_fracas_
rot,blight_decomposition_deterioration_decay_putrefaction_
rotten,putrid_rotting_disgusting_rancid_noxious_
rough,rugged_rocky_coarse_bumpy_fuzzy_
rremediable,irremediable_
rubbish,junk_trash_lumber_rubble_debris_
rude,boorish_insulting_abusive_vulgar_impolite_
rue,mourn_deplore_grieve_lament_apologize_
ruffian,goon_delinquent_troublemaker_bully_gangster_
ruffle,dishevel_rumple_discompose_wrinkle_crease_
ruin,bankruptcy_wreckage_collapse_insolvency_wreck_
ruined,smashed_wrecked_decayed_extinct_ravaged_
ruining,wipe out_mar_impoverish_wreck_overwhelm_
ruinous,murderous_catastrophic_calamitous_hurtful_pernicious_
ruins,residue_foundation_wreck_remains_detritus_
rumbling,roar_resound_grumble_boom_roll_
rumor,comment_lie_story_word_hearsay_
rumors,comment_lie_story_word_hearsay_
rumours,rumpus_rums_remorse_rimers_rumor_
rumple,dishevel_derange_scrunch_ruffle_pucker_
run-down,deserted_desolate_dilapidated_broken-down_neglected_
runaway,escaped_delinquent_uncontrolled_wild_running_
rupture,fissure_schism_fracture_breach_division_
rust,decay_dilapidation_rot_decomposition_wear_
rusts,decay_dilapidation_rot_decomposition_wear_
rusty,decayed_oxidized_rust-covered_rusted_
rut,gouge_track_hollow_trench_pothole_
ruthless,unrelenting_savage_unforgiving_ferocious_harsh_
ruthlessly,viciously_fiercely_savagely_in cold blood_meanly_
ruthlessness,brutality_inhumanity_evil_crime_barbarity_
ruts,gouge_track_hollow_trench_pothole_
sabotage,subversion_disruption_vandalism_treason_treachery_
sack,fire_discharge_dismiss_terminate_expel_
sacrificed,abandoned_lost_given up_
sad,pessimistic_melancholy_bitter_somber_dismal_
sadden,discourage_dishearten_grieve_dispirit_dash_
sadly,sorrowfully_wistfully_cheerlessly_dejectedly_dismally_
sadness,heartache_melancholy_sorrow_poignancy_mourning_
sag,sinking_droop_sinkhole_tilt_slump_
sagged,wilt_slump_fall off_slide_drop off_
sagging,wilt_slump_fall off_slide_drop off_
saggy,bent_drooping_flabby_floppy_languid_
sags,sinking_droop_sinkhole_tilt_slump_
salacious,lewd_indecent_obscene_prurient_bawdy_
sanctimonious,self-satisfied_hypocritical_pious_insincere_smug_
sap,fool_jerk_idiot_sucker_patsy_
sarcasm,mockery_irony_ridicule_satire_bitterness_
sarcastic,saucy_derisive_disrespectful_acerbic_trenchant_
sarcastically,acerbically_acrimoniously_bitingly_caustically_maliciously_
sardonic,derisive_acerbic_mocking_satirical_caustic_
sardonically,satanical_satirically_cynically_said uncle_
sass,cheek_retort_guff_mouth_answer_
satirical,incisive_sarcastic_sardonic_satiric_caustic_
satirize,lampoon_spoof_mock_parody_caricature_
savage,ferocious_harsh_turbulent_vicious_brutal_
savaged,savages_savage_ravaged_saved_savagely_
savagery,brutality_inhumanity_depravity_malice_barbarity_
savages,beast_lout_ogre_savage_ruffian_
scaly,flaky_branlike_flaking_furfuraceous_lepidote_
scam,fraud_deception_blackmail_hoax_deceit_
scams,fraud_deception_blackmail_hoax_deceit_
scandal,wrongdoing_rumor_crime_disgrace_hearsay_
scandalize,offend_slander_defame_disgrace_blackball_
scandalized,offend_slander_defame_disgrace_blackball_
scandalous,heinous_untrue_disgraceful_scurrilous_unseemly_
scandalously,cruelly_wrongly_disgracefully_indecently_shockingly_
scandals,wrongdoing_rumor_crime_disgrace_hearsay_
scandel,candle_scantly_scandals_sandal_scantily_
scandels,scandalous_sandals_scandal_s and ls_scants_
scant,paltry_slight_scanty_sparse_insufficient_
scapegoat,fall guy_fool_pushover_stooge_sucker_
scar,blister_flaw_disfigurement_wound_defect_
scarce,limited_rare_scanty_deficient_sparse_
scarcely,seldom_rarely_hardly_just_imperceptibly_
scarcity,paucity_lack_inadequacy_dearth_famine_
scare,alarm_shock_panic_terror_start_
scared,afraid_fearful_anxious_startled_panicky_
scarier,hairy_eerie_spooky_intimidating_creepy_
scariest,hairy_eerie_spooky_intimidating_creepy_
scarily,scrawl_scaly_scary_scroll_scarcely_
scarred,maim_traumatize_mar_disfigure_injure_
scars,blister_flaw_disfigurement_wound_defect_
scary,hairy_eerie_spooky_intimidating_creepy_
scathing,harsh_trenchant_scorching_withering_searing_
scathingly,angrily_brutally_cruelly_shrilly_bitterly_
sceptical,sceptics_sceptic_skeptically_septic_optical_
scoff,belittle_ridicule_scorn_deride_reject_
scoffingly,scoffings_scoffing at_scuffings_scathingly_
scold,criticize_castigate_taunt_denounce_chide_
scolded,chided_rebuked_
scolding,reprehension_rebuke_reprimand_rating_berating_
scoldingly,scoldings_scalding_scaldings_so accordingly_
scorching,sizzling_searing_blistering_sweltering_fiery_
scorchingly,scorchings_searchingly_scotching_scorchin_scathingly_
scorn,mockery_sarcasm_ridicule_derision_sneer_
scornful,sneering_disdainful_contemptuous_arrogant_cynical_
scornfully,sinfully_gainfully_spoonful_secondly_skillfully_
scoundrel,crook_rascal_reprobate_miscreant_cheat_
scourge,terror_curse_pest_penalty_misfortune_
scowl,grimace_glower_evil eye_black look_dirty look_
scramble,melee_rush_tussle_struggle_free-for-all_
scrambled,contend_rush_vie_scurry_jostle_
scrambles,melee_rush_tussle_struggle_free-for-all_
scrambling,contend_rush_vie_scurry_jostle_
scrap,speck_fragment_chunk_morsel_lump_
scratch,laceration_blemish_scrape_gash_graze_
scratched,laceration_blemish_scrape_gash_graze_
scratches,laceration_blemish_scrape_gash_graze_
scratchy,hoarse_discordant_raspy_cracked_raucous_
scream,yelp_wail_cry_screech_shriek_
screech,shout_shriek_yell_howl_squeal_
screw-up,misstep_oversight_whoops_flub_muddle_
screwed,tighten_turn_twine_work_spiral_
screwed-up,bedraggled_disheveled_faulty_fly-by-night_haphazard_
screwy,abnormal_batty_bizarre_crazy_daft_
scuff,disorder_disturb_confuse_shift_disarray_
scuffs,disorder_disturb_confuse_shift_disarray_
scum,froth_residue_crust_dross_spume_
scummy,worthless_vile_disgusting_odious_abhorrent_
second-class,average_bad_base_common_
second-tier,second team_secondrater_seconded_second rate_second-rate_
secretive,reticent_covert_enigmatic_taciturn_cagey_
sedentary,inactive_desk_idle_seated_settled_
seedy,shabby_decaying_dingy_decrepit_grubby_
seethe,fume_smolder_simmer_bristle_flare_
seething,fume_smolder_simmer_bristle_flare_
self-coup,selvages_salvage_slack up_slick up_

self-defeating,soldier-fortune_
self-destructive,self-destructive urge_selfdestructive urge_
self-humiliation,self immolation_self-immolation_
self-interest,arrogance_assurance_boasting_conceit_haughtiness_
self-interested,selfish_self-centered_self-serving_individualistic_pompous_
self-serving,subjective_boastful_pompous_self-absorbed_selfish_
selfinterested,selfish_self-centered_self-serving_individualistic_pompous_
selfish,self-centered_narcissistic_greedy_egotistical_egocentric_
selfishly,meanly_miserly_cannily_greedily_illiberally_
selfishness,self-indulgence_greed_self-centeredness_self-worship_stinginess_
semi-retarded,more touted_more edited_more dotard_more dirtied_semi-_
senile,aged_ancient_decrepit_doddering_doting_
sensationalize,sensational_sensationally_sensationless_
senseless,ludicrous_stupid_illogical_insignificant_incongruous_
senselessly,foolishly_recklessly_passionately_impulsively_obtusely_
seriousness,earnestness_solemnity_gravity_sincerity_sobriety_
sermonize,edify_admonish_pontificate_evangelize_lecture_
servitude,serfdom_enslavement_bondage_thralldom_thrall_
set-up,precise_definitive_limited_certain_stated_
setback,blow_misfortune_stumbling block_hindrance_slowdown_
setbacks,blow_misfortune_stumbling block_hindrance_slowdown_
sever,detach_disconnect_split_separate_rive_
severe,serious_relentless_harsh_strict_astringent_
severity,harshness_strictness_sternness_sharpness_cruelty_
sh*t,shot_shut_shy_sh_st_
shabby,ratty_shoddy_run-down_scruffy_decaying_
shadowy,dark_shady_ghostly_chimerical_cloudy_
shady,shadowy_shaded_leafy_cloudy_cool_
shake,disturb_rattle_convulse_swing_upset_
shaky,rocky_nervous_insecure_weak_precarious_
shallow,flat_trivial_empty_hollow_shelf_
sham,fraudulent_fictitious_phony_bogus_fake_
shambles,disarray_maelstrom_hash_botch_babel_
shame,humiliation_guilt_confusion_irritation_remorse_
shameful,heinous_flagrant_embarrassing_vile_scandalous_
shamefully,badly_cruelly_outrageously_scandalously_wickedly_
shamefulness,disgrace_impropriety_disreputability_abomination_shame_
shameless,brash_wanton_improper_bold_rude_
shamelessly,openly_boldly_unabashedly_unashamedly_audaciously_
shamelessness,gall_guts_spunk_chutzpah_temerity_
shark,hypocrite_trickster_impostor_rascal_con artist_
sharply,strongly_clearly_distinctly_discernibly_pointedly_
shatter,smash_dash_splinter_wreck_ruin_
shemale,female_shoemaker_shamble_shame_hiemal_
shimmer,glint_glitter_sheen_glimmer_luster_
shimmy,wobble_dance_vibrate_
shipwreck,crush_beat_rout_upset_overpower_
shirk,pussyfoot_fence_cheat_sidestep_goldbrick_
shirker,quitter_slouch_goldbrick_loafer_idler_
shit,crap_poop_shite_defecation_discharge_
shiver,shudder_quiver_flutter_vibrate_palpitate_
shock,impact_disturbance_consternation_collapse_bump_
shocked,stunned_aghast_offended_upset_astonished_
shocking,distressing_dreadful_terrible_horrific_disquieting_
shockingly,hopelessly_fearfully_appallingly_
shoddy,run-down_shabby_inferior_shameful_poor_
short-lived,fleeting_ephemeral_brief_transitory_temporary_
shortage,weakness_lack_dearth_failure_poverty_
shortchange,bamboozle_bilk_deceive_defraud_dupe_
shortcoming,flaw_lack_weakness_lapse_failing_
shortcomings,flaw_lack_weakness_lapse_failing_
shortness,nervousness_annoyance_anxiety_eagerness_excitement_
shortsighted,ill-considered_impractical_myopic_stupid_ill-advised_
shortsightedness,carelessness_wastefulness_waste_neglect_
showdown,crisis_clash_culmination_unfolding_climax_
shrew,wench_fury_siren_hussy_bitch_
shriek,squawk_wail_screech_whoop_howl_
shrill,earsplitting_piercing_raucous_deafening_sharp_
shrilly,acute_high-pitched_loud_malodorous_penetrating_
shrivel,dwindle_wilt_wither_shrink_welter_
shroud,veil_cloak_pall_envelope_sheet_
shrouded,covered_camouflaged_veiled_buried_guarded_
shrug,nod_signal_sign_token_indication_
shun,despise_disdain_eschew_refuse_snub_
shunned,despise_disdain_eschew_refuse_snub_
sick,disordered_indisposed_down_ailing_incurable_
sicken,repulse_afflict_nauseate_repel_disgust_
sickening,putrid_nasty_stinking_gross_foul_
sickeningly,cunningly_scathingly_stunningly_scorning_scanning_
sickly,ailing_lackluster_cranky_feeble_infirm_
sickness,malady_illness_ailment_syndrome_disease_
sidetrack,swerve_avert_veer_switch_deflect_
sidetracked,swerve_avert_veer_switch_deflect_
siege,beset_bedevil_plague_annoy_gnaw_
sillily,solely_slyly_sailorly_slowly_sillied_
silly,crazy_stupid_inappropriate_simple_nonsensical_
simplistic,childish_condensed_oversimplified_overly simplified_

sin,offense_immorality_violation_fault_wrong_
sinful,shameful_disgraceful_reprehensible_amiss_bad_
sinfully,immorally_unjustly_wickedly_wrongly_
sinister,perverse_threatening_evil_mischievous_dire_
sinisterly,sisterly_sinisters_sinistral_
sink,dig_capsize_ram_sag_plummet_
sinking,falling_fading_drowning_submerging_immersing_
skeletons,frame_scaffolding_sketch_outline_support_
skeptic,doubter_questioner_agnostic_pessimist_dissenter_
skeptical,suspicious_mistrustful_dubious_doubtful_incredulous_
skeptically,suspiciously_doubtingly_
skepticism,hesitation_disbelief_apprehension_uncertainty_reluctance_
sketchy,superficial_inadequate_perfunctory_preliminary_insufficient_
skimpy,scanty_meager_tight_thin_scant_
skinny,bony_lanky_gaunt_slender_scrawny_
skittish,jumpy_giddy_fearful_edgy_fickle_
skittishly,ski trail_squeamishly_sagittal_skittle alley_softshell_
skulk,slink_crouch_prowl_snoop_dodge_
slack,lax_sloppy_sluggish_feeble_leisurely_
slander,defamation_smear_misrepresentation_disparagement_libel_
slanderer,doubter_complainant_quibbler_caviler_censor_
slanderous,disparaging_malicious_defamatory_opprobrious_calumniatory_
slanderously,slanderers_slenderest_slenderizes_slenderize_
slanders,defamation_smear_misrepresentation_disparagement_libel_
slap,blow_blip_pat_punch_whack_
slashing,withering_caustic_stinging_scathing_cutting_
slaughter,murder_liquidation_massacre_extermination_annihilation_
slaughtered,wipe out_murder_torture_slay_liquidate_
slave,laborer_servant_worker_serf_captive_
slaves,laborer_servant_worker_serf_captive_
sleazy,seedy_trashy_sordid_tacky_base_
slime,sludge_mud_goo_mire_scum_
slog,toil_tramp_lumber_trudge_plug_
slogged,toil_tramp_lumber_trudge_plug_
slogging,toil_tramp_lumber_trudge_plug_
slogs,toil_tramp_lumber_trudge_plug_
sloooooooooooooow,solo_sloe_sloop_sallow_slew_
sloooow,solo_sloe_sloop_sallow_slew_
slooow,solo_sloe_sloop_sallow_slew_
sloow,solo_sloe_sallow_slew_sloop_
sloppily,haphazardly_negligently_nonchalantly_hastily_offhandedly_
sloppy,poor_awkward_muddy_clumsy_careless_
sloth,inactivity_sluggishness_lethargy_laxness_idleness_
slothful,comatose_dull_idle_inactive_inattentive_
slow,heavy_gradual_quiet_lackadaisical_passive_
slow-moving,tired_sleepy_weary_lackadaisical_passive_
slowed,decelerate_hinder_retard_moderate_slacken_
slower,heavy_gradual_quiet_lackadaisical_passive_
slowest,heavy_gradual_quiet_lackadaisical_passive_
slowly,gradually_nonchalantly_casually_gently_deliberately_
sloww,slew_sloe_sloer_sole_sallow_
slowww,slew_sloe_sloer_slower_sole_
slowwww,slew_sloe_sloer_slower_sole_
slug,knock_bat_punch_slap_swat_
sluggish,heavy_slow_slack_inactive_listless_
slump,stagnation_crash_collapse_drop_recession_
slumping,stagnation_crash_collapse_drop_recession_
slumpping,slumpings_slapping_slurping_plumping_limping_
slur,innuendo_accusation_put-down_smear_animadversion_
slut,tramp_whore_floozy_hussy_vamp_
sluts,tramp_whore_floozy_hussy_vamp_
sly,ingenious_intriguing_impish_shrewd_roguish_
smack,squarely_bang_sharp_straight_right_
smallish,diminutive_cramped_babyish_bantam_brief_
smash,disaster_burst_slam_blow_downfall_
smear,sully_sprinkle_dab_tarnish_coat_
smell,stink_trace_whiff_bouquet_aroma_
smelled,breathe_inhale_sniff_detect_snuff_
smelling,breathe_inhale_sniff_detect_snuff_
smells,stink_trace_whiff_bouquet_aroma_
smelly,stinking_funky_rancid_fetid_foul_
smelt,breathe_inhale_sniff_detect_snuff_
smoke,exhaust_mist_gas_fog_soot_
smokescreen,veil_mask_cloak_blind_beard_
smolder,explode_fester_erupt_seethe_boil_
smoldering,explode_fester_erupt_seethe_boil_
smother,quash_snuff_overwhelm_suppress_envelop_
smoulder,blaze_boil_rage_desire_lust_
smouldering,scorching_flaming_searing_hot_glowing_
smudge,blot_blemish_spot_smut_smutch_
smudged,blot_blemish_spot_smut_smutch_
smudges,blot_blemish_spot_smut_smutch_
smudging,blot_blemish_spot_smut_smutch_
smug,complacent_egotistical_pompous_self-righteous_self-satisfied_
smugly,smuggle_snuggly_smudgy_smuggler_smug_
smut,obscenity_erotica_filth_indecency_dirt_
smuttier,X-rated_bawdy_blue_coarse_crude_
smuttiest,X-rated_bawdy_blue_coarse_crude_
smutty,X-rated_bawdy_blue_coarse_crude_
snag,crunch_stumbling block_barrier_difficulty_inconvenience_
snagged,rip_tear_nail_hole_run into_
snagging,rip_tear_nail_hole_run into_
snags,crunch_stumbling block_barrier_difficulty_inconvenience_
snappish,angry_cantankerous_captious_crabby_cranky_
snappishly,snappish_snobbishly_snapshot_
snare,lure_wire_bait_temptation_decoy_
snarky,snide_cynical_irascible_sarcastic_irreverent_
snarl,morass_web_skein_entanglement_intricacy_
sneak,cur_toad_coward_rascal_louse_
sneakily,covertly_secretly_sub rosa_surreptitiously_
sneaky,tricky_sly_devious_shifty_nasty_
sneer,taunt_jeer_scoff_deride_belittle_
sneering,derisive_sarcastic_contemptible_sardonic_cynical_
sneeringly,acerbically_acrimoniously_bitingly_caustically_maliciously_
snob,pretender_upstart_parvenu_braggart_highbrow_
snobbish,haughty_pompous_snooty_condescending_aloof_
snobby,cheeky_cocky_conceited_fresh_haughty_
snobish,snobbishly_snappish_snob_snobbing_nebbish_
snobs,pretender_upstart_parvenu_braggart_highbrow_
snub,ostracize_disregard_scold_boycott_ignore_
so-cal,scaly_social_stoical_focal_local_
soapy,bubbling_bubbly_foamy_frothy_lathery_
sob,wail_whimper_bawl_weep_howl_
sober,serious_calm_sedate_restrained_dry_
sobering,major_grievous_dangerous_deep_far-reaching_
solemn,funereal_pensive_portentous_somber_earnest_
solicitude,uneasiness_disquiet_compunction_disquietude_attentiveness_
somber,funereal_melancholy_solemn_dull_dark_
sore,aching_inflamed_uncomfortable_tender_sharp_
sorely,greatly_painfully_extremely_woefully_grievously_
soreness,cramp_fever_stitch_tenderness_sickness_
sorrow,heartache_melancholy_pain_regret_agony_
sorrowful,distressing_melancholy_sad_lugubrious_heartrending_
sorrowfully,sadly_dolefully_in sadness_in sorrow_weepingly_
sorry,apologetic_touched_contrite_conscience-stricken_melted_
sour,sharp_acid_acrid_biting_pungent_
sourly,angrily_bitingly_bitterly_impolitely_uncivilly_
spade,shovel_spud_digger_
spank,thrash_chastise_smack_flog_clobber_
spendy,spent_spender_speedy_pend_send_
spew,eject_spit_belch_cascade_erupt_
spewed,eject_spit_belch_cascade_erupt_
spewing,eject_spit_belch_cascade_erupt_
spews,eject_spit_belch_cascade_erupt_
spilling,sprinkle_stream_squirt_flow_pour_
spinster,virgin_bachelor girl_old maid_lone woman_single woman_
spiritless,apathetic_blah_blue_broken_dejected_
spite,malice_resentment_umbrage_pique_gall_
spiteful,snide_barbed_vindictive_malicious_catty_
spitefully,wickedly_savagely_brutally_immorally_wrongly_
spitefulness,spite_enmity_viciousness_meanness_malignancy_
splatter,drench_moisten_plunge_slosh_soak_
split,rift_fissure_division_crack_gap_
splitting,rive_divide_separate_tear_splinter_
spoil,harm_mar_devastate_wreck_tarnish_
spoilage,ruination_dilapidation_downfall_putrefaction_dissolution_
spoilages,ruination_dilapidation_downfall_putrefaction_dissolution_
spoiled,rotten_injured_corrupted_harmed_ruined_
spoilled,spoiled_spieled_soiled_spoilate_spoilated_
spoils,booty_swag_cut_prize_pillage_
spook,petrify_alarm_unnerve_startle_discomfort_
spookier,scary_eerie_creepy_supernatural_uncanny_
spookiest,scary_eerie_creepy_supernatural_uncanny_
spookily,spookish_spottily_spoil_spook_spool_
spooky,scary_eerie_creepy_supernatural_uncanny_
spoon-fed,baby_coddle_give in_indulge_mollycoddle_
spoon-feed,baby_coddle_give in_indulge_mollycoddle_
spoonfed,baby_coddle_give in_indulge_mollycoddle_
sporadic,fitful_infrequent_rare_irregular_intermittent_
spotty,patchy_uneven_erratic_sporadic_desultory_
spurious,specious_bogus_phony_affected_apocryphal_
spurn,refuse_turn down_disdain_repudiate_dismiss_
sputter,stammer_stumble_spit_
squabble,difference_flap_difference of opinion_tiff_disagreement_
squabbling,bicker_disagree_wrangle_quibble_fall out_
squander,blow_misuse_expend_waste_lavish_
squash,squish_suppress_trample_crush_quell_
squeak,creak_screech_squeal_sound_pipe_
squeaks,creak_screech_squeal_sound_pipe_
squeaky,strident_falsetto_stridulate_stridulous_
squeal,squawk_yelp_wail_screech_rasp_
squealing,squawk_yelp_wail_screech_rasp_
squeals,squawk_yelp_wail_screech_rasp_
squirm,flounder_writhe_twist_agonize_shift_
stab,twinge_jab_blow_gash_prick_
stagnant,dormant_stationary_lifeless_idle_inactive_
stagnate,fester_stall_hibernate_languish_decline_
stagnation,sluggishness_status_torpor_torpidity_stasis_
staid,solemn_decorous_somber_sedate_sober_
stain,blemish_speck_color_blotch_smudge_
stains,blemish_speck_color_blotch_smudge_
stale,watery_smelly_sour_stagnant_musty_
stalemate,delay_impasse_standstill_gridlock_standoff_
stall,hinder_slow_halt_stop_stay_
stalls,hinder_slow_halt_stop_stay_
stammer,sputter_wobble_hesitate_repeat_halt_
stampede,panic_shoot_smash_crash_fling_
standstill,stalemate_deadlock_dead end_impasse_pause_
stark,simple_blunt_abrupt_arrant_bald_
starkly,darkly_stark_stately_stably_slackly_
startle,alarm_shock_astound_agitate_shake up_
startling,astonishing_alarming_shocking_unexpected_surprising_
startlingly,uncommonly_peculiarly_unusually_remarkably_rarely_
starvation,famine_deprivation_malnutrition_need_want_
starve,quit_renounce_refrain_withhold_forgo_
static,immobile_passive_immovable_stagnant_fixed_
steal,pilfer_kidnap_swipe_remove_keep_
stealing,piracy_embezzlement_larceny_robbery_burglary_
steals,pilfer_kidnap_swipe_remove_keep_
steep,arduous_precipitous_hilly_abrupt_sharp_
steeply,steely_deeply_steel_steep_sleepily_
stench,stink_smell_redolence_funk_fetor_
stereotype,pattern_fashion_average_custom_convention_
stereotypical,hackneyed_stereotyped_banal_bathetic_
stereotypically,stereo typical_stereo-typical_stereotypic_stereo typic_stereo-typic_
stern,tough_harsh_flinty_hard-nosed_strict_
stew,brew_salmagundi_hash_goulash_medley_
sticky,tacky_viscous_clinging_tenacious_glutinous_
stiff,solid_stark_tight_tense_rigid_
stiffness,rigidity_tension_formality_constraint_precision_
stifle,muzzle_suppress_smother_repress_suffocate_
stifling,muggy_humid_sultry_fetid_stuffy_
stiflingly,startlingly_
stigma,stain_scar_odium_blot_disgrace_
stigmatize,disgrace_stamp_denounce_defame_mark_
sting,bite_inspire_hurt_burn_poke_
stinging,penetrating_harsh_incisive_caustic_poignant_
stingingly,stingily_stinging_singing low_
stingy,frugal_miserly_thrifty_greedy_selfish_
stink,stench_foulness_noisomeness_fetor_malodor_
stinks,stench_foulness_noisomeness_fetor_malodor_
stodgy,tedious_pedantic_monotonous_boring_ponderous_
stole,jacket_shawl_fur_mantle_coat_
stolen,embezzled_filched_hijacked_lifted_misappropriated_
stooge,fall guy_puppet_pawn_lackey_fool_
stooges,fall guy_puppet_pawn_lackey_fool_
stormy,blustery_torrid_rainy_murky_damp_
straggle,dawdle_ramble_meander_lag_poke_
straggler,poke_lingerer_lag_slowpoke_loafer_
strain,tension_stress_anxiety_bruise_pressure_
strained,uneasy_stiff_tight_labored_tense_
straining,tighten_injure_tear_twist_sprain_
strange,funny_unusual_rare_remarkable_fantastic_
strangely,uncommonly_peculiarly_unusually_remarkably_rarely_
stranger,outsider_visitor_foreigner_immigrant_alien_
strangest,funny_unusual_rare_remarkable_fantastic_
strangle,inhibit_smother_suffocate_restrain_gag_
streaky,striped_smudgy_veined_
strenuous,uphill_taxing_arduous_demanding_exhausting_
stress,weight_force_importance_accent_beat_
stresses,weight_force_importance_accent_beat_
stressful,trying_annoying_disquieting_disturbing_irksome_
stressfully,distressfully_distressful_mattress full_stress_
stricken,harmed_injured_wounded_
strict,stringent_tough_harsh_scrupulous_exacting_
strictly,closely_surely_rigorously_stringently_factually_
strident,vociferous_blatant_loud_jarring_raucous_
stridently,stringently_straitened_
strife,squabble_warfare_clash_discord_disunity_
strike,knock_crash_pummel_beat_drive_
stringent,tough_harsh_stiff_forceful_binding_
stringently,closely_surely_rigorously_factually_
struck,hurt_battered_smacked_pounded_
struggle,trial_attempt_combat_clash_contest_
struggled,cope_try_toil_tackle_seek_
struggles,trial_attempt_combat_clash_contest_
struggling,cope_try_toil_tackle_seek_
strut,sashay_swagger_stalk_prance_stride_
stubborn,tenacious_unshakable_single-minded_intractable_steadfast_
stubbornly,firmly_resolutely_obstinately_intently_determinedly_
stubbornness,perseverance_obstinacy_inflexibility_contumacy_pigheadedness_
stuck,fastened_fast_cemented_
stuffy,airless_stifling_stale_humid_breathless_
stumble,bumble_shuffle_hesitate_wobble_limp_
stumbled,bumble_shuffle_hesitate_wobble_limp_
stumbles,bumble_shuffle_hesitate_wobble_limp_
stump,stub_end_tip_projection_butt_
stumped,bewildered_dumbfounded_confused_befuddled_uncertain_
stumps,stub_end_tip_projection_butt_
stun,paralyze_knock out_dumbfound_bewilder_overwhelm_
stunt,sketch_feat_skit_antic_caper_
stunted,short_scrub_dwarf_wee_shot_
stupid,simple_irrelevant_naive_ludicrous_senseless_
stupidest,simple_irrelevant_naive_ludicrous_senseless_
stupidity,silliness_lunacy_apathy_ignorance_nonsense_
stupidly,carelessly_imprudently_obtusely_rashly_stubbornly_
stupified,typified_stupefies_storified_stupid_spiffed_
stupify,typify_stupid_stuffy_storify_spiffy_
stupor,coma_trance_slumber_inertness_lethargy_
stutter,sputter_stammer_falter_hesitate_stumble_
stuttered,sputter_stammer_falter_hesitate_stumble_
stuttering,stammering_pause_wobble_stutter_lurch_
stutters,sputter_stammer_falter_hesitate_stumble_
sty,pen_pigpen_hole_pigsty_
stymied,obstruct_thwart_stonewall_foil_stall_
sub-par,cheap_inferior_lousy_shoddy_trashy_
subdued,hushed_unobtrusive_solemn_sober_mellow_
subjected,dominate_handle_lead_oversee_supervise_
subjection,yoke_servitude_enslavement_serfdom_thralldom_
subjugate,enslave_conquer_force_enthrall_subdue_
subjugation,yoke_servitude_enslavement_serfdom_thralldom_
submissive,meek_accommodating_deferential_passive_obedient_
subordinate,collateral_lower_sub_auxiliary_tributary_
subpoena,decree_mandate_warrant_summons_command_
subpoenas,decree_mandate_warrant_summons_command_
subservience,attachment_contingency_habit_helplessness_hook_
subservient,submissive_deferential_inferior_abject_acquiescent_
substandard,inadequate_shoddy_cheap_lousy_bad_
subtract,deduct_withhold_detract_remove_discount_
subversion,sabotage_disruption_overthrow_
subversive,incendiary_riotous_underground_insurgent_inflammatory_
subversively,subversives_submissively_
subvert,pervert_debase_supersede_suppress_poison_
succumb,quit_perish_go down_wilt_buckle_
suck,absorb_inhale_drink_draw_sip_
sucked,absorb_inhale_drink_draw_sip_
sucker,fool_stooge_gull_patsy_dupe_
sucks,absorb_inhale_drink_draw_sip_
sucky,sick_ducky_sky_sucker_sack_
sue,prosecute_file_claim_charge_indict_
sued,prosecute_file_claim_charge_indict_
sueing,sing_seine_sign_sauteing_sieging_
sues,prosecute_file_claim_charge_indict_
suffer,go through_get_experience_hurt_endure_
suffered,go through_get_experience_hurt_endure_
sufferer,injured_wounded_dead_fatality_loss_
sufferers,injured_wounded_dead_fatality_loss_
suffering,misfortune_hardship_torture_ordeal_difficulty_
suffers,go through_get_experience_hurt_endure_
suffocate,strangle_drown_asphyxiate_smother_stifle_
sugar-coat,mull_honey_candy_sugar_add sweetening_
